,scientific_name,park_name,observations
16646,Galium circaezans,Yellowstone National Park,267
16694,Galium circaezans,Yosemite National Park,165
1228,Galium concinnum,Yellowstone National Park,256
5968,Galium concinnum,Bryce National Park,140
6898,Galium concinnum,Yosemite National Park,143
8097,Galium concinnum,Great Smoky Mountains National Park,98
3179,Galium hypotrichium ssp. hypotrichium,Yosemite National Park,181
3811,Galium hypotrichium ssp. hypotrichium,Yellowstone National Park,252
6281,Galium hypotrichium ssp. hypotrichium,Great Smoky Mountains National Park,41
8489,Galium hypotrichium ssp. hypotrichium,Bryce National Park,72
5135,Galium lanceolatum,Yellowstone National Park,257
8980,Galium lanceolatum,Great Smoky Mountains National Park,112
14324,Galium lanceolatum,Yosemite National Park,149
20936,Galium lanceolatum,Bryce National Park,76
5974,Galium latifolium,Bryce National Park,115
7707,Galium latifolium,Yellowstone National Park,245
12292,Galium latifolium,Great Smoky Mountains National Park,46
20296,Galium latifolium,Yosemite National Park,120
1769,Galium mollugo,Yellowstone National Park,210
2397,Galium mollugo,Great Smoky Mountains National Park,98
4685,Galium mollugo,Bryce National Park,109
18937,Galium mollugo,Yosemite National Park,146
6155,Galium multiflorum,Yosemite National Park,165
9896,Galium multiflorum,Great Smoky Mountains National Park,55
11505,Galium multiflorum,Yellowstone National Park,224
18624,Galium multiflorum,Bryce National Park,115
229,Galium obtusum,Yosemite National Park,114
4248,Galium obtusum,Great Smoky Mountains National Park,96
11234,Galium obtusum,Yellowstone National Park,249
17492,Galium obtusum,Bryce National Park,96
8355,Galium parisiense,Yosemite National Park,165
9362,Galium parisiense,Yellowstone National Park,234
14487,Galium parisiense,Bryce National Park,145
20519,Galium parisiense,Great Smoky Mountains National Park,95
1658,Galium pedemontana,Yosemite National Park,135
5166,Galium pedemontana,Great Smoky Mountains National Park,43
11855,Galium pedemontana,Yellowstone National Park,271
16781,Galium pedemontana,Bryce National Park,112
6477,Galium pilosum,Yosemite National Park,158
11729,Galium pilosum,Great Smoky Mountains National Park,83
13279,Galium pilosum,Bryce National Park,83
17163,Galium pilosum,Yellowstone National Park,218
2417,Galium pilosum var. pilosum,Great Smoky Mountains National Park,61
14360,Galium pilosum var. pilosum,Bryce National Park,127
14958,Galium pilosum var. pilosum,Yosemite National Park,164
19792,Galium pilosum var. pilosum,Yellowstone National Park,280
73,Galium pilosum var. puncticulosum,Bryce National Park,137
1592,Galium pilosum var. puncticulosum,Yosemite National Park,137
4979,Galium pilosum var. puncticulosum,Yellowstone National Park,252
15483,Galium pilosum var. puncticulosum,Great Smoky Mountains National Park,112
5590,Galium porrigens var. tenue,Yosemite National Park,134
7727,Galium porrigens var. tenue,Great Smoky Mountains National Park,50
15108,Galium porrigens var. tenue,Bryce National Park,113
19233,Galium porrigens var. tenue,Yellowstone National Park,213
7489,Galium sparsiflorum,Yosemite National Park,156
8110,Galium sparsiflorum,Great Smoky Mountains National Park,73
13457,Galium sparsiflorum,Yellowstone National Park,243
17612,Galium sparsiflorum,Bryce National Park,119
2831,Galium sparsiflorum ssp. sparsiflorum,Great Smoky Mountains National Park,58
5205,Galium sparsiflorum ssp. sparsiflorum,Bryce National Park,86
10332,Galium sparsiflorum ssp. sparsiflorum,Yellowstone National Park,261
21634,Galium sparsiflorum ssp. sparsiflorum,Yosemite National Park,145
663,Galium tinctorium,Great Smoky Mountains National Park,86
3339,Galium tinctorium,Yosemite National Park,180
13480,Galium tinctorium,Yellowstone National Park,246
14198,Galium tinctorium,Bryce National Park,119
2188,Galium trifidum,Yosemite National Park,141
3865,Galium trifidum,Bryce National Park,97
22428,Galium trifidum,Yellowstone National Park,228
22470,Galium trifidum,Great Smoky Mountains National Park,127
3922,Galium triflorum,Great Smoky Mountains National Park,87
5579,Galium triflorum,Bryce National Park,79
7722,Galium triflorum,Bryce National Park,113
9652,Galium triflorum,Great Smoky Mountains National Park,98
11951,Galium triflorum,Yosemite National Park,149
18834,Galium triflorum,Yellowstone National Park,237
18861,Galium triflorum,Yosemite National Park,164
21014,Galium triflorum,Yellowstone National Park,256
800,Galium verum,Yosemite National Park,132
7177,Galium verum,Great Smoky Mountains National Park,75
12829,Galium verum,Yellowstone National Park,183
16580,Galium verum,Bryce National Park,121
4351,Gallinago delicata,Yellowstone National Park,218
11473,Gallinago delicata,Yosemite National Park,117
14717,Gallinago delicata,Bryce National Park,78
21737,Gallinago delicata,Great Smoky Mountains National Park,91
3549,Gallinago gallinago,Great Smoky Mountains National Park,66
8111,Gallinago gallinago,Bryce National Park,99
14416,Gallinago gallinago,Yellowstone National Park,255
21665,Gallinago gallinago,Yosemite National Park,166
957,Gallinula chloropus,Yosemite National Park,181
2723,Gallinula chloropus,Bryce National Park,110
5236,Gallinula chloropus,Great Smoky Mountains National Park,37
14725,Gallinula chloropus,Yellowstone National Park,274
6357,Gambusia affinis,Bryce National Park,143
7301,Gambusia affinis,Yellowstone National Park,239
7506,Gambusia affinis,Yosemite National Park,157
12369,Gambusia affinis,Great Smoky Mountains National Park,84
3074,Gambusia holbrooki,Bryce National Park,93
9006,Gambusia holbrooki,Yosemite National Park,161
18037,Gambusia holbrooki,Yellowstone National Park,259
22790,Gambusia holbrooki,Great Smoky Mountains National Park,72
3302,Gamochaeta falcata,Bryce National Park,97
8894,Gamochaeta falcata,Yellowstone National Park,257
14996,Gamochaeta falcata,Yosemite National Park,169
16116,Gamochaeta falcata,Great Smoky Mountains National Park,82
9498,Gamochaeta purpurea,Yosemite National Park,132
17047,Gamochaeta purpurea,Bryce National Park,71
18152,Gamochaeta purpurea,Yellowstone National Park,244
22031,Gamochaeta purpurea,Great Smoky Mountains National Park,96
3808,Garrya fremontii,Great Smoky Mountains National Park,70
14401,Garrya fremontii,Yellowstone National Park,226
16660,Garrya fremontii,Bryce National Park,75
19834,Garrya fremontii,Yosemite National Park,158
943,Gastrophryne carolinensis,Great Smoky Mountains National Park,84
1243,Gastrophryne carolinensis,Bryce National Park,88
6265,Gastrophryne carolinensis,Yosemite National Park,132
18161,Gastrophryne carolinensis,Yellowstone National Park,235
2284,Gaultheria humifusa,Bryce National Park,70
5831,Gaultheria humifusa,Yosemite National Park,144
17491,Gaultheria humifusa,Great Smoky Mountains National Park,106
18831,Gaultheria humifusa,Yellowstone National Park,225
3242,Gaultheria procumbens,Yosemite National Park,147
6567,Gaultheria procumbens,Bryce National Park,63
8294,Gaultheria procumbens,Great Smoky Mountains National Park,63
17382,Gaultheria procumbens,Yellowstone National Park,252
10715,Gaura biennis,Great Smoky Mountains National Park,61
13691,Gaura biennis,Bryce National Park,128
16675,Gaura biennis,Yosemite National Park,114
17540,Gaura biennis,Yellowstone National Park,256
1723,Gaura filipes,Bryce National Park,95
4922,Gaura filipes,Great Smoky Mountains National Park,102
13594,Gaura filipes,Yellowstone National Park,228
21855,Gaura filipes,Yosemite National Park,145
6782,Gaura parviflora,Yellowstone National Park,243
13652,Gaura parviflora,Great Smoky Mountains National Park,52
18145,Gaura parviflora,Bryce National Park,115
20075,Gaura parviflora,Yosemite National Park,166
1473,Gavia immer,Yosemite National Park,167
5393,Gavia immer,Yellowstone National Park,218
5941,Gavia immer,Great Smoky Mountains National Park,63
8797,Gavia immer,Great Smoky Mountains National Park,58
10377,Gavia immer,Yellowstone National Park,190
12127,Gavia immer,Bryce National Park,87
14640,Gavia immer,Bryce National Park,81
20773,Gavia immer,Yosemite National Park,152
1647,Gavia pacifica,Yellowstone National Park,220
3156,Gavia pacifica,Bryce National Park,124
7931,Gavia pacifica,Great Smoky Mountains National Park,58
10853,Gavia pacifica,Bryce National Park,88
12160,Gavia pacifica,Great Smoky Mountains National Park,30
16161,Gavia pacifica,Yosemite National Park,114
16846,Gavia pacifica,Yellowstone National Park,275
20318,Gavia pacifica,Yosemite National Park,110
1112,Gavia stellata,Yellowstone National Park,204
8250,Gavia stellata,Yosemite National Park,163
10582,Gavia stellata,Great Smoky Mountains National Park,76
11948,Gavia stellata,Bryce National Park,100
10503,Gaylussacia baccata,Yosemite National Park,167
18926,Gaylussacia baccata,Bryce National Park,94
20385,Gaylussacia baccata,Great Smoky Mountains National Park,63
20563,Gaylussacia baccata,Yellowstone National Park,265
4503,Gaylussacia ursina,Yosemite National Park,133
5584,Gaylussacia ursina,Great Smoky Mountains National Park,122
9173,Gaylussacia ursina,Bryce National Park,116
19676,Gaylussacia ursina,Yellowstone National Park,258
4934,Gayophytum decipiens,Great Smoky Mountains National Park,92
8350,Gayophytum decipiens,Bryce National Park,98
12448,Gayophytum decipiens,Yosemite National Park,138
16715,Gayophytum decipiens,Yellowstone National Park,224
7865,Gayophytum diffusum ssp. diffusum,Yosemite National Park,129
19145,Gayophytum diffusum ssp. diffusum,Great Smoky Mountains National Park,41
19674,Gayophytum diffusum ssp. diffusum,Yellowstone National Park,280
20514,Gayophytum diffusum ssp. diffusum,Bryce National Park,94
6521,Gayophytum diffusum ssp. parviflorum,Yosemite National Park,148
8425,Gayophytum diffusum ssp. parviflorum,Yellowstone National Park,228
17227,Gayophytum diffusum ssp. parviflorum,Great Smoky Mountains National Park,38
19322,Gayophytum diffusum ssp. parviflorum,Bryce National Park,89
7913,Gayophytum eriospermum,Yosemite National Park,182
9044,Gayophytum eriospermum,Yellowstone National Park,278
11359,Gayophytum eriospermum,Great Smoky Mountains National Park,95
14769,Gayophytum eriospermum,Bryce National Park,118
699,Gayophytum heterozygum,Yellowstone National Park,267
6589,Gayophytum heterozygum,Bryce National Park,55
17599,Gayophytum heterozygum,Yosemite National Park,148
22944,Gayophytum heterozygum,Great Smoky Mountains National Park,70
8034,Gayophytum humile,Yellowstone National Park,249
9558,Gayophytum humile,Yosemite National Park,177
16335,Gayophytum humile,Bryce National Park,121
17006,Gayophytum humile,Great Smoky Mountains National Park,101
4726,Gayophytum racemosum,Great Smoky Mountains National Park,53
13211,Gayophytum racemosum,Yosemite National Park,138
19385,Gayophytum racemosum,Yellowstone National Park,259
22821,Gayophytum racemosum,Bryce National Park,113
3665,Gayophytum ramosissimum,Yellowstone National Park,264
10274,Gayophytum ramosissimum,Bryce National Park,101
11962,Gayophytum ramosissimum,Yosemite National Park,160
20590,Gayophytum ramosissimum,Great Smoky Mountains National Park,41
1018,Gentiana calycosa,Bryce National Park,122
2616,Gentiana calycosa,Yosemite National Park,165
4825,Gentiana calycosa,Great Smoky Mountains National Park,82
15331,Gentiana calycosa,Yellowstone National Park,203
4446,Gentiana clausa,Bryce National Park,81
10826,Gentiana clausa,Great Smoky Mountains National Park,86
19885,Gentiana clausa,Yellowstone National Park,267
21936,Gentiana clausa,Yosemite National Park,127
2658,Gentiana decora,Yellowstone National Park,249
12970,Gentiana decora,Great Smoky Mountains National Park,112
19651,Gentiana decora,Bryce National Park,124
22776,Gentiana decora,Yosemite National Park,173
1208,Gentiana linearis,Yellowstone National Park,246
6804,Gentiana linearis,Yosemite National Park,163
8284,Gentiana linearis,Great Smoky Mountains National Park,79
21618,Gentiana linearis,Bryce National Park,92
5454,Gentiana newberryi var. tiogana,Yellowstone National Park,258
7084,Gentiana newberryi var. tiogana,Bryce National Park,107
15804,Gentiana newberryi var. tiogana,Great Smoky Mountains National Park,67
17956,Gentiana newberryi var. tiogana,Yosemite National Park,159
4461,Gentiana saponaria,Yosemite National Park,137
6929,Gentiana saponaria,Yellowstone National Park,228
7908,Gentiana saponaria,Great Smoky Mountains National Park,61
19845,Gentiana saponaria,Bryce National Park,92
1221,Gentiana villosa,Yosemite National Park,158
4584,Gentiana villosa,Bryce National Park,126
9785,Gentiana villosa,Great Smoky Mountains National Park,50
21973,Gentiana villosa,Yellowstone National Park,273
2498,Gentianella amarella ssp. acuta,Yosemite National Park,132
9043,Gentianella amarella ssp. acuta,Great Smoky Mountains National Park,108
16307,Gentianella amarella ssp. acuta,Bryce National Park,130
22485,Gentianella amarella ssp. acuta,Yellowstone National Park,239
962,Gentianella quinquefolia ssp. quinquefolia,Great Smoky Mountains National Park,93
7963,Gentianella quinquefolia ssp. quinquefolia,Yosemite National Park,175
9628,Gentianella quinquefolia ssp. quinquefolia,Bryce National Park,110
22455,Gentianella quinquefolia ssp. quinquefolia,Yellowstone National Park,259
5313,Gentianella tenella,Yosemite National Park,106
7498,Gentianella tenella,Great Smoky Mountains National Park,102
8558,Gentianella tenella,Bryce National Park,88
21674,Gentianella tenella,Yellowstone National Park,260
9707,Gentianella tenella ssp. tenella,Great Smoky Mountains National Park,67
20850,Gentianella tenella ssp. tenella,Bryce National Park,109
21800,Gentianella tenella ssp. tenella,Yellowstone National Park,218
22647,Gentianella tenella ssp. tenella,Yosemite National Park,171
11052,Gentianopsis holopetala,Bryce National Park,102
13947,Gentianopsis holopetala,Yellowstone National Park,254
17077,Gentianopsis holopetala,Great Smoky Mountains National Park,91
19353,Gentianopsis holopetala,Yosemite National Park,168
617,Gentianopsis simplex,Bryce National Park,87
4162,Gentianopsis simplex,Yellowstone National Park,271
11610,Gentianopsis simplex,Yosemite National Park,173
20246,Gentianopsis simplex,Great Smoky Mountains National Park,84
6236,Geococcyx californianus,Yosemite National Park,150
7043,Geococcyx californianus,Yellowstone National Park,232
9195,Geococcyx californianus,Bryce National Park,136
12120,Geococcyx californianus,Great Smoky Mountains National Park,38
2176,Geothlypis tolmiei,Great Smoky Mountains National Park,80
15496,Geothlypis tolmiei,Yellowstone National Park,270
16990,Geothlypis tolmiei,Bryce National Park,67
21774,Geothlypis tolmiei,Yosemite National Park,202
1098,Geothlypis trichas,Yosemite National Park,181
15399,Geothlypis trichas,Great Smoky Mountains National Park,86
20652,Geothlypis trichas,Bryce National Park,103
22058,Geothlypis trichas,Yellowstone National Park,259
9849,Geranium bicknellii,Great Smoky Mountains National Park,56
14891,Geranium bicknellii,Yosemite National Park,141
20898,Geranium bicknellii,Yellowstone National Park,259
